House Number,Neighborhood,Household Income,House Size (sqf),House Market Value,Family Size,Identified Race,Swimming Pool,Ownership
4879,Rosedale,128385,931,175614,7,Other,No,Own
4880,Huntington,242686,1916,762398,4,Black,No,Rent
4881,Maplewood,118919,4393,370192,5,Black,Yes,Own
4882,Ashford,242144,1660,1425674,4,Black,No,Own
4883,Huntington,168482,1093,331673,1,Black,No,Own
4884,Maplewood,111462,3488,1407983,3,Other,No,Own
4885,Maplewood,209340,1799,347067,4,Asian,No,Own
4886,Huntington,195320,3096,550757,3,White,Yes,Own
4887,Rosedale,61159,4485,538687,2,Asian,No,Rent
4888,Kingsley,72039,1086,299387,2,Other,No,Rent
4889,Maplewood,77800,1249,474154,1,Hispanic,Yes,Own
4890,Kingsley,70761,3138,375369,1,White,No,Own
4891,Rosedale,124626,4040,1102760,6,White,No,Rent
4892,Maplewood,247175,3503,1031035,1,Hispanic,No,Own
4893,Kingsley,148368,3916,826231,2,Black,No,Own
4894,Maplewood,204735,1052,877574,4,Other,No,Own
4895,Rosedale,110903,2219,190721,7,Hispanic,No,Own
4896,Maplewood,201484,3136,127134,7,Asian,Yes,Rent
4897,Maplewood,148998,2035,272193,7,Asian,No,Own
4898,Rosedale,196439,1799,317129,5,Hispanic,No,Own
4899,Maplewood,166885,4560,353107,7,Other,No,Rent
4900,Huntington,89894,4916,515282,1,White,No,Own
4901,Maplewood,81444,3411,755355,7,White,No,Own
4902,Ashford,195341,2246,1267479,5,Black,No,Own
4903,Maplewood,91748,2970,1343125,5,Other,No,Own
4904,Rosedale,71190,3721,266561,2,Asian,No,Own
4905,Huntington,70318,4483,124698,6,Asian,No,Own
4906,Maplewood,198090,3061,1061164,4,Black,No,Rent
4907,Huntington,154078,2745,1430357,2,Asian,Yes,Rent
4908,Maplewood,69759,2653,279096,1,Black,No,Own
4909,Kingsley,46498,1399,1230752,2,Black,No,Rent
4910,Ashford,55989,4935,300633,2,Hispanic,No,Own
4911,Huntington,186640,4203,721300,2,White,No,Own
4912,Ashford,147035,3790,1351925,1,Other,No,Own
4913,Ashford,96577,3618,103654,1,Other,No,Own
4914,Maplewood,135231,1662,594771,2,White,No,Own
4915,Maplewood,191171,4855,981811,2,Other,Yes,Own
4916,Huntington,119900,2019,165355,5,Asian,No,Rent
4917,Rosedale,201711,4595,817479,4,Asian,Yes,Own
4918,Rosedale,134679,1327,582312,5,Other,No,Own
4919,Kingsley,53482,3722,1194833,6,Hispanic,No,Own
4920,Rosedale,99212,4004,737723,4,Other,No,Own
4921,Huntington,216333,1962,1254442,6,Black,Yes,Own
4922,Kingsley,248389,4364,1033491,4,Black,No,Own
4923,Ashford,60048,1646,1403135,2,White,No,Own
4924,Huntington,164137,2917,1038314,5,Asian,No,Own
4925,Maplewood,163108,3886,1261271,4,Hispanic,Yes,Own
4926,Rosedale,65814,2570,265992,6,Other,No,Rent
4927,Ashford,220766,4083,959856,4,Black,Yes,Own
4928,Maplewood,177996,2625,470544,1,Asian,No,Rent
4929,Kingsley,159493,4123,367618,4,Asian,No,Rent
4930,Huntington,90204,1245,159026,7,Hispanic,No,Own
4931,Rosedale,62844,1825,166024,2,Hispanic,No,Own
4932,Rosedale,111943,2571,1199550,3,Hispanic,No,Own
4933,Huntington,51518,2159,1041648,1,Hispanic,No,Own
4934,Rosedale,178131,818,367766,3,Black,Yes,Own
4935,Ashford,53052,1360,459510,2,Hispanic,No,Own
4936,Rosedale,99803,1271,857438,7,Asian,Yes,Own
4937,Huntington,101524,827,139214,3,Asian,Yes,Own
4938,Ashford,119572,1359,717472,4,Other,Yes,Own
4939,Kingsley,169752,3455,873500,3,Asian,No,Rent
4940,Huntington,97021,4036,460377,5,Asian,No,Own
4941,Rosedale,241321,1744,289065,2,Black,No,Own
4942,Rosedale,50043,4748,384009,5,Asian,No,Rent
4943,Huntington,32419,4456,1353756,3,White,Yes,Rent
4944,Rosedale,217964,3863,1081153,7,Asian,No,Own
4945,Kingsley,151831,2779,143026,5,Other,No,Own
4946,Huntington,131799,3516,189037,1,Other,No,Own
4947,Kingsley,178212,1615,782226,3,Hispanic,No,Own
4948,Kingsley,204556,3126,1174351,6,Black,No,Own
4949,Huntington,224941,3130,1046584,5,Other,No,Own
4950,Huntington,206282,1802,825783,4,White,No,Own
4951,Rosedale,87600,2342,420595,3,White,No,Rent
4952,Maplewood,146467,2029,545815,7,Hispanic,No,Own
4953,Rosedale,108497,4105,968573,6,Black,No,Own
4954,Kingsley,138611,3329,639972,7,Black,No,Rent
4955,Ashford,167559,2230,648290,1,Asian,No,Own
4956,Kingsley,90692,4712,492848,4,White,No,Own
4957,Rosedale,92112,2332,1040476,3,White,No,Own
4958,Kingsley,192182,2692,559369,7,White,Yes,Rent
4959,Maplewood,46360,3924,1154885,4,White,No,Own
4960,Kingsley,210482,2221,1495395,3,Other,No,Own
4961,Ashford,113038,1190,954758,3,Black,No,Rent
4962,Maplewood,234239,3618,1156402,2,Asian,No,Own
4963,Rosedale,33017,2669,243206,5,Other,No,Rent
4964,Kingsley,116261,3760,1270416,3,Black,No,Rent
4965,Ashford,221196,1995,877104,1,Hispanic,No,Own
4966,Maplewood,212021,3405,1426289,6,White,No,Own
4967,Huntington,219340,1657,1049731,5,Asian,No,Rent
4968,Kingsley,96320,4027,630796,2,Black,No,Own
4969,Huntington,242373,2316,1034112,5,Hispanic,No,Rent
4970,Rosedale,61127,1953,1237635,5,White,No,Own
4971,Ashford,164268,1642,1355617,3,Hispanic,Yes,Own
4972,Huntington,105088,2482,1246051,1,Hispanic,Yes,Own
4973,Ashford,202372,1094,754735,3,Other,No,Own
4974,Kingsley,210786,1444,1017251,7,Hispanic,No,Own
4975,Rosedale,61921,4433,734936,1,Other,No,Own
4976,Rosedale,34746,2935,124520,7,Other,No,Own
4977,Maplewood,98535,910,119734,1,Hispanic,No,Own
4978,Maplewood,95350,1383,936987,4,Black,No,Rent
4979,Maplewood,211417,4025,349972,3,Hispanic,No,Rent
4980,Maplewood,210292,2286,787554,7,Hispanic,No,Own
4981,Huntington,111131,2448,1376502,2,Black,No,Own
4982,Maplewood,52063,3181,527900,6,White,Yes,Own
4983,Kingsley,147116,905,1410470,5,Asian,No,Own
4984,Huntington,232808,4353,1020363,4,White,Yes,Own
4985,Ashford,118913,2494,1450560,7,Hispanic,No,Rent
4986,Maplewood,108946,2533,459536,2,White,No,Own
4987,Kingsley,207043,1181,421471,6,Asian,No,Rent
4988,Kingsley,164670,3536,213827,6,White,No,Rent
4989,Kingsley,40564,2116,566966,3,Asian,Yes,Own
4990,Kingsley,79725,3502,725560,1,White,No,Own
4991,Huntington,116134,4874,665992,7,Other,No,Own
4992,Ashford,135940,1706,946811,3,Hispanic,No,Own
4993,Rosedale,221012,1462,779678,6,Asian,No,Own
4994,Kingsley,92085,1262,1081460,3,Hispanic,No,Own
4995,Maplewood,47862,3702,891706,4,Other,No,Own
4996,Huntington,40265,1742,1035730,7,White,No,Own
4997,Maplewood,170777,957,536850,2,Hispanic,No,Own
4998,Rosedale,216351,4109,866032,6,White,No,Own
4999,Huntington,92471,2126,174210,7,White,No,Own
5000,Ashford,121080,3517,218724,4,Hispanic,No,Own
5001,Rosedale,240906,3468,1131270,2,Asian,No,Own
5002,Ashford,224051,3368,148392,4,Asian,No,Rent
5003,Huntington,85828,4192,343746,5,Hispanic,No,Rent
5004,Rosedale,146884,2906,1219480,1,Asian,No,Own
5005,Huntington,138007,1447,1147601,1,Black,No,Own
5006,Maplewood,76104,4122,407479,1,White,No,Rent
5007,Kingsley,70934,3738,122487,5,Hispanic,Yes,Own
5008,Huntington,144420,3283,1224503,6,Other,No,Own
5009,Maplewood,36050,3706,1420594,6,Hispanic,No,Rent
5010,Rosedale,205024,3825,941254,5,Hispanic,Yes,Own
5011,Maplewood,247642,2175,1202524,1,White,No,Own
5012,Kingsley,38484,2623,1152184,1,Other,No,Rent
5013,Ashford,92648,1044,1244563,2,White,No,Own
5014,Kingsley,89945,3148,1253758,2,Asian,No,Rent
5015,Maplewood,214750,1667,1378970,3,Hispanic,No,Own
5016,Maplewood,61323,3661,1071416,7,White,No,Own
5017,Maplewood,116332,1279,651834,7,Black,No,Own
5018,Rosedale,124605,3262,200804,7,Hispanic,No,Rent
5019,Ashford,248435,2735,561419,4,Asian,No,Own
5020,Huntington,196433,4173,941618,2,White,Yes,Own
5021,Kingsley,40315,3821,1284878,2,White,Yes,Rent
5022,Rosedale,77968,3992,650008,2,Black,No,Own
5023,Huntington,187591,887,1453743,2,Asian,Yes,Own
5024,Kingsley,39107,2040,1215658,5,Black,No,Own
5025,Huntington,85781,1372,115050,3,Hispanic,No,Own
5026,Ashford,33869,1613,1134337,2,Other,No,Rent
5027,Rosedale,110983,978,1330963,6,White,No,Own
5028,Maplewood,188442,2525,1462884,4,Black,No,Own
5029,Kingsley,223767,962,1277046,7,White,No,Own
5030,Maplewood,221494,3440,916566,2,White,Yes,Own
5031,Rosedale,37971,1805,1295288,5,Black,No,Own
5032,Ashford,126805,3148,554887,6,White,No,Own
5033,Ashford,55651,3221,114284,7,Asian,No,Rent
5034,Kingsley,86974,3555,684814,1,Asian,No,Rent
5035,Maplewood,53446,4942,1177153,1,Other,No,Own
5036,Rosedale,199180,4541,746155,7,Asian,No,Own
5037,Kingsley,236251,2017,885367,3,Black,Yes,Own
5038,Huntington,33823,3274,421044,1,Asian,Yes,Own
5039,Kingsley,174526,1729,1085372,2,Other,No,Own
5040,Huntington,165004,1116,368210,7,Hispanic,No,Own
5041,Kingsley,171292,2302,876827,5,Hispanic,No,Own
5042,Ashford,235162,1220,551104,3,Black,Yes,Own
5043,Maplewood,97965,2249,1157159,6,Other,Yes,Rent
5044,Kingsley,189280,1227,1448777,2,Asian,No,Own
5045,Kingsley,234052,1196,1302252,1,Other,No,Own
5046,Kingsley,40510,1595,1437284,4,White,No,Own
5047,Ashford,205117,906,423573,2,Other,Yes,Own
5048,Ashford,171609,4849,985032,4,Asian,No,Rent
5049,Rosedale,233755,897,1177517,6,Black,No,Own
5050,Ashford,135935,2703,619357,4,White,No,Rent
5051,Maplewood,99134,4370,400106,6,Other,No,Own
5052,Huntington,102254,4101,269645,3,Hispanic,No,Own
5053,Maplewood,174854,842,1007842,5,Asian,No,Own
5054,Maplewood,144780,2377,518908,1,Black,No,Rent
5055,Rosedale,155544,4990,682708,1,Asian,No,Own
5056,Kingsley,95587,1184,706703,2,Other,No,Rent
5057,Rosedale,112238,4271,266835,7,Black,Yes,Own
5058,Rosedale,105720,4377,968445,1,Hispanic,No,Own
5059,Ashford,108004,4038,801040,3,White,Yes,Own
5060,Rosedale,52072,2496,743300,1,Other,Yes,Own
5061,Huntington,111015,2934,1268774,2,Black,No,Own
5062,Huntington,102746,4692,657776,1,White,No,Rent
5063,Ashford,206774,3336,776819,5,Black,No,Own
5064,Rosedale,132260,3192,1122133,6,Other,Yes,Own
5065,Kingsley,167129,4615,505770,4,Black,No,Own
5066,Maplewood,158259,1095,268939,4,Hispanic,No,Own
5067,Ashford,60916,1213,309176,6,Black,No,Own
5068,Rosedale,57268,2795,1415777,4,Other,No,Own
5069,Huntington,205050,803,352570,5,Black,No,Rent
5070,Maplewood,53259,977,423420,3,White,No,Own
5071,Ashford,214655,1545,1050244,2,White,No,Rent
5072,Kingsley,109400,1451,341290,5,Asian,No,Own
5073,Ashford,64293,4689,1024178,2,Asian,No,Own
5074,Maplewood,141581,4071,273403,3,Hispanic,No,Own
5075,Huntington,37043,3282,246388,5,White,Yes,Rent
5076,Ashford,211502,1089,771577,1,Asian,No,Rent
5077,Kingsley,137009,1602,1259621,7,Black,No,Own
5078,Maplewood,68893,3330,507818,3,Hispanic,No,Own
5079,Ashford,201714,1033,1497901,4,Other,Yes,Own
5080,Rosedale,239137,1207,1162563,5,Asian,No,Rent
5081,Maplewood,191940,1493,637831,3,Asian,No,Rent
5082,Maplewood,56309,1969,1438664,3,White,No,Own
5083,Huntington,53284,3277,764504,5,Hispanic,Yes,Own
5084,Maplewood,156801,1231,138459,4,White,No,Rent
5085,Maplewood,143259,3344,1319475,6,White,Yes,Own
5086,Ashford,130804,1782,655029,4,Hispanic,Yes,Own
5087,Kingsley,99000,3960,874071,3,Black,No,Own
5088,Maplewood,114179,3844,999804,2,Asian,No,Own
5089,Ashford,223179,4724,431885,6,White,No,Rent
5090,Maplewood,95049,4112,693465,6,Asian,Yes,Rent
5091,Maplewood,59265,2488,1152119,3,Hispanic,No,Own
5092,Maplewood,242562,1267,1131232,5,Black,No,Own
5093,Huntington,53880,3416,1389785,5,Other,No,Rent
5094,Maplewood,114579,2145,942827,5,Black,Yes,Own
5095,Maplewood,161327,3222,291506,4,Hispanic,No,Own
5096,Rosedale,162574,1811,391199,1,Black,No,Own
5097,Huntington,231264,2477,368260,5,Other,No,Own
5098,Rosedale,95424,4497,1466205,5,White,No,Own
5099,Rosedale,236910,4866,757767,6,Black,No,Own
5100,Maplewood,100966,2692,690709,2,Hispanic,Yes,Own
5101,Rosedale,202438,3669,853091,2,Black,No,Rent
5102,Ashford,188497,2286,1446131,3,Other,No,Rent
5103,Ashford,213400,4139,1356309,3,Hispanic,No,Rent
5104,Rosedale,97396,2216,318102,3,Black,No,Own
5105,Rosedale,101694,3646,1248348,5,Hispanic,No,Own
5106,Maplewood,166878,2157,1335092,2,Other,No,Rent
5107,Rosedale,247346,4860,452265,3,White,No,Rent
5108,Maplewood,47106,2191,319055,2,Other,No,Own
5109,Kingsley,86731,2378,998102,5,White,No,Own
5110,Huntington,105010,4549,598535,6,Asian,No,Own
5111,Huntington,243605,4425,204627,5,Other,No,Own
5112,Huntington,62599,3303,1314844,3,White,No,Own
5113,Kingsley,101326,3937,1125116,5,Asian,No,Rent
5114,Kingsley,105706,3709,738471,5,Asian,No,Own
5115,Rosedale,39004,3464,1475990,2,Asian,No,Own
5116,Kingsley,145018,1199,1133546,1,Hispanic,No,Rent
5117,Ashford,212436,4757,941411,4,Other,No,Own
5118,Ashford,55792,3033,1127001,3,Other,Yes,Rent
5119,Kingsley,225984,2339,281410,7,Other,No,Own
5120,Rosedale,84645,1036,1262161,1,Other,Yes,Rent
5121,Rosedale,37232,1727,1401245,6,Hispanic,Yes,Own
5122,Huntington,239282,1219,1054359,7,Other,No,Rent
5123,Maplewood,84766,4924,1023732,3,White,No,Own
5124,Ashford,150601,3195,1348015,1,Asian,Yes,Own
5125,Huntington,111588,1460,251117,5,Hispanic,No,Own
5126,Kingsley,209614,3423,314740,3,Hispanic,No,Own
5127,Ashford,35913,4750,307663,1,Other,No,Own
5128,Maplewood,142406,1249,648606,4,Asian,Yes,Rent
5129,Rosedale,143693,1179,1469178,5,White,No,Own
5130,Huntington,123449,2050,507011,3,Asian,No,Own
5131,Ashford,40567,3259,1072028,6,Black,No,Own
5132,Ashford,68379,3798,753077,6,Asian,No,Rent
5133,Maplewood,236040,3101,1170323,3,White,No,Own
5134,Maplewood,30319,1526,877939,1,White,No,Rent
5135,Huntington,120005,2267,319842,3,White,No,Own
5136,Rosedale,140990,3528,278445,7,Hispanic,No,Own
5137,Kingsley,247192,3952,1159858,5,Hispanic,No,Own
5138,Maplewood,34791,4320,1211649,2,Black,No,Rent
5139,Kingsley,161401,4154,778403,6,Asian,No,Own
5140,Huntington,235459,1215,342720,1,Other,Yes,Rent
5141,Ashford,91032,1399,415044,4,Black,No,Own
5142,Maplewood,205150,3874,1184076,3,Other,No,Own
5143,Ashford,118662,4974,268560,5,Other,No,Rent
5144,Kingsley,51300,2367,429649,3,Black,No,Own
5145,Rosedale,105700,1894,387604,4,Asian,No,Own
5146,Huntington,212017,3743,112155,5,Other,Yes,Rent
5147,Kingsley,85609,4953,1029374,4,Hispanic,No,Own
5148,Huntington,221634,2247,477150,5,Hispanic,No,Own
5149,Kingsley,120045,2292,759077,2,Black,Yes,Own
5150,Maplewood,91901,3471,1137683,6,Other,No,Rent
5151,Rosedale,35703,2258,477282,5,Black,No,Rent
5152,Maplewood,93115,2008,244499,4,Hispanic,No,Own
5153,Huntington,249162,3012,164442,1,Black,No,Own
5154,Kingsley,57676,2154,527924,6,Other,No,Own
5155,Kingsley,222782,1012,987103,7,Other,No,Rent
5156,Rosedale,221149,4694,1127236,2,Hispanic,Yes,Own
5157,Maplewood,151332,3763,294644,3,White,No,Rent
5158,Kingsley,206512,3648,903063,2,White,Yes,Own
5159,Ashford,197995,3842,644175,2,Asian,No,Own
5160,Maplewood,59802,3834,1246508,3,Hispanic,No,Own
5161,Kingsley,120331,2532,682275,5,Asian,No,Own
5162,Maplewood,223976,3881,804990,2,Hispanic,No,Rent
5163,Rosedale,221234,2070,833551,6,Other,No,Rent
5164,Ashford,154786,2329,861632,2,Hispanic,No,Own
5165,Maplewood,95169,1881,776196,1,Black,No,Own
5166,Huntington,98147,4331,868407,6,Asian,No,Rent
5167,Maplewood,52075,1951,331602,1,Hispanic,Yes,Own
5168,Maplewood,112015,2522,406600,6,Asian,No,Own
5169,Maplewood,235788,1516,1316028,4,Hispanic,Yes,Own
5170,Kingsley,39304,4999,1268826,3,White,No,Rent
5171,Rosedale,159851,2990,1488455,6,Asian,No,Own
5172,Ashford,150729,1004,601554,6,Other,No,Rent
5173,Maplewood,89622,4629,898001,5,Other,Yes,Rent
5174,Maplewood,84215,3909,487438,5,Hispanic,No,Rent
5175,Rosedale,241218,4894,854723,4,Other,No,Rent
5176,Huntington,103973,2132,1048686,5,Other,No,Rent
5177,Huntington,138654,2848,609548,7,Asian,No,Own
5178,Maplewood,173593,2649,1096155,7,Hispanic,No,Own
5179,Ashford,54028,2037,252721,5,Asian,No,Own
5180,Huntington,69328,2818,970163,7,Hispanic,No,Own
5181,Rosedale,57301,1317,982564,1,Other,No,Own
5182,Huntington,68015,2238,200497,7,Hispanic,No,Own
5183,Maplewood,248348,4886,214432,5,Hispanic,No,Own
5184,Huntington,66845,2852,1303474,5,Black,No,Own
5185,Kingsley,116818,3112,1304377,7,Hispanic,No,Rent
5186,Huntington,106394,3059,1021372,4,Black,No,Rent
5187,Kingsley,205231,3949,1189850,4,Asian,No,Rent
5188,Rosedale,73714,1581,1187294,2,Black,Yes,Own
5189,Huntington,110722,3513,665970,5,Asian,No,Own
5190,Rosedale,55230,2044,1179229,5,Hispanic,No,Own
5191,Rosedale,122554,3216,1406159,6,Asian,No,Own
5192,Kingsley,79262,1775,245213,5,Other,No,Own
5193,Kingsley,71722,4291,1178977,1,Hispanic,No,Own
5194,Huntington,207431,4225,782747,7,Black,No,Own
5195,Maplewood,92796,1216,705978,6,White,No,Rent
5196,Kingsley,201231,1014,462757,5,Hispanic,No,Rent
5197,Kingsley,117052,4778,536677,1,Other,No,Own
5198,Maplewood,130808,1935,406437,2,Asian,No,Own
5199,Rosedale,166311,4575,899848,6,Black,No,Own
5200,Rosedale,121951,2382,453079,7,Black,No,Own
5201,Rosedale,80886,1532,370504,7,Other,Yes,Rent
5202,Huntington,133424,3546,140721,3,Other,No,Rent
5203,Kingsley,188267,3063,922501,5,Hispanic,No,Own
5204,Kingsley,134697,4604,1463990,6,White,No,Own
5205,Huntington,126299,3227,111227,7,White,No,Own
5206,Rosedale,195746,1031,1188163,4,Asian,No,Own
5207,Huntington,179177,1202,686008,6,Black,No,Rent
5208,Rosedale,190811,864,1479025,4,Hispanic,No,Rent
5209,Huntington,193041,3037,438172,5,Black,No,Own
5210,Maplewood,44497,1749,415795,1,Hispanic,No,Own
5211,Huntington,162888,972,413476,4,Other,No,Rent
5212,Maplewood,148915,3475,299953,6,Asian,No,Own
5213,Rosedale,122019,2050,1357550,6,Other,No,Own
5214,Kingsley,220326,3848,748226,7,Black,Yes,Own
5215,Rosedale,139017,4805,741518,4,Asian,No,Own
5216,Kingsley,248767,1437,1088480,2,Hispanic,No,Own
5217,Rosedale,99385,1748,1242334,7,Hispanic,Yes,Own
5218,Kingsley,248220,3060,943732,2,Asian,No,Own
5219,Maplewood,135153,2494,913383,2,Other,Yes,Own
5220,Maplewood,63826,942,1122918,4,Asian,No,Own
5221,Rosedale,140034,2260,1167697,4,Other,No,Rent
5222,Ashford,224437,4687,446495,6,Asian,No,Own
5223,Maplewood,114242,1092,412683,5,Other,Yes,Rent
5224,Rosedale,153066,2443,603015,5,White,No,Own
5225,Rosedale,80100,3518,785671,1,Asian,Yes,Own
5226,Maplewood,155170,1637,797757,4,Other,No,Rent
5227,Ashford,165431,1837,1177794,7,Black,No,Own
5228,Huntington,126205,1071,1142113,7,Black,No,Own
5229,Maplewood,42809,2758,1098573,5,Asian,Yes,Own
5230,Ashford,94450,3169,1069095,5,Asian,Yes,Own
5231,Kingsley,68428,1605,799493,2,Hispanic,Yes,Rent
5232,Rosedale,102790,3974,931299,2,Other,No,Own
5233,Kingsley,141126,1682,1149892,7,Asian,No,Own
5234,Rosedale,120321,1631,137972,7,Black,No,Own
5235,Ashford,32093,3971,973356,2,Black,No,Own
5236,Maplewood,74498,2991,1096552,3,Black,No,Rent
5237,Kingsley,146251,2840,821580,5,Other,No,Own
5238,Kingsley,70985,2394,454844,2,White,No,Own
5239,Maplewood,62009,2426,1277655,2,Asian,No,Own
5240,Rosedale,243166,4384,1356919,4,White,Yes,Own
5241,Huntington,158515,1073,1381039,7,Other,No,Own
5242,Rosedale,47718,1389,1322283,6,Asian,No,Own
5243,Ashford,46705,3500,806625,2,Hispanic,No,Own
5244,Huntington,117618,1382,1329757,4,Asian,No,Rent
5245,Kingsley,92598,4433,279869,1,Asian,No,Rent
5246,Ashford,107878,2790,777772,2,Asian,No,Own
5247,Kingsley,42239,2058,613604,6,Asian,No,Own
5248,Huntington,76622,3666,489821,4,Asian,Yes,Own
5249,Ashford,76665,4538,770181,6,Other,Yes,Own
5250,Ashford,62274,1371,435262,2,Asian,No,Rent
5251,Rosedale,172491,1344,1223124,1,Other,No,Rent
5252,Huntington,138368,1437,264727,2,Asian,No,Own
5253,Kingsley,176075,840,204319,4,Asian,No,Own
5254,Maplewood,191938,2420,285648,1,Other,No,Own
5255,Huntington,183060,4472,180066,1,Asian,No,Own
5256,Ashford,216966,4937,1069740,1,Black,Yes,Own
5257,Maplewood,138563,4928,346635,3,Asian,No,Own
5258,Ashford,166746,2099,931653,4,Hispanic,No,Own
5259,Rosedale,231610,959,1365564,3,Other,No,Own
5260,Huntington,123103,2752,1083596,6,Asian,No,Own
5261,Maplewood,96446,2531,1334093,1,Asian,No,Own
5262,Huntington,59072,3246,192326,3,Other,No,Rent
5263,Ashford,63717,3962,239972,2,White,Yes,Rent
5264,Maplewood,248417,2532,333041,3,Black,No,Rent
5265,Huntington,187723,1380,1162467,5,Black,Yes,Own
5266,Ashford,147202,1019,995072,6,Asian,No,Own
5267,Rosedale,205363,2549,958515,1,Other,No,Own
5268,Ashford,152389,2270,1448684,1,Hispanic,No,Rent
5269,Huntington,139525,2194,1068675,7,Asian,No,Own
5270,Rosedale,224422,1721,669027,6,Black,No,Own
5271,Maplewood,243092,3573,1148371,6,Asian,No,Own
5272,Maplewood,34646,4234,972231,4,Other,No,Rent
5273,Rosedale,69713,4382,315928,2,Hispanic,No,Rent
5274,Kingsley,97936,1918,798734,7,White,No,Own
5275,Ashford,205403,2665,139459,6,Hispanic,No,Rent
5276,Maplewood,52185,1524,1453975,7,Asian,No,Own
5277,Maplewood,114263,1511,887669,6,Black,No,Own
5278,Rosedale,82107,2625,1126117,7,Other,No,Rent
5279,Huntington,227626,4726,1137033,4,Asian,No,Own
5280,Rosedale,47563,1190,152195,6,White,No,Own
5281,Huntington,100729,1870,136326,3,Other,No,Rent
5282,Ashford,45701,3565,236365,5,Other,Yes,Own
5283,Maplewood,230144,3228,456064,5,Other,No,Rent
5284,Huntington,209289,2947,982961,5,Asian,No,Own
5285,Ashford,205682,4372,773589,6,White,No,Own
5286,Kingsley,245494,3554,1406542,7,Asian,No,Own
5287,Huntington,211203,4063,418862,5,Other,Yes,Rent
5288,Maplewood,158331,4625,605818,2,Other,Yes,Own
5289,Maplewood,190482,4216,673903,3,Black,No,Own
5290,Kingsley,129280,2857,1219872,5,Hispanic,No,Own
5291,Rosedale,219787,3111,959228,1,Asian,No,Rent
5292,Maplewood,68665,3679,1116258,6,White,No,Own
5293,Maplewood,45957,4442,343083,3,Other,No,Own
5294,Maplewood,209199,3409,1019419,2,Asian,Yes,Own
5295,Kingsley,224661,2230,436795,5,Hispanic,No,Own
5296,Maplewood,76008,2713,107076,2,Asian,No,Own
5297,Ashford,91920,1557,1491070,6,Hispanic,No,Own
5298,Kingsley,193947,2934,940350,5,Asian,No,Rent
5299,Rosedale,143828,2712,1407616,1,Black,Yes,Own
5300,Maplewood,153852,2539,936960,3,Asian,No,Own
5301,Kingsley,162698,4017,479647,7,Black,No,Own
5302,Maplewood,120815,1934,166798,1,Hispanic,No,Rent
5303,Kingsley,224894,4512,109319,5,Other,No,Own
5304,Huntington,232837,1564,512525,4,Other,No,Rent
5305,Rosedale,233485,3525,289468,3,Asian,No,Rent
5306,Ashford,194714,4168,849656,2,White,Yes,Own
5307,Ashford,68311,4297,1437718,5,Asian,No,Own
5308,Rosedale,62356,2472,103468,1,Black,No,Own
5309,Huntington,33809,4205,1260754,6,Black,Yes,Rent
5310,Huntington,204443,1382,1292299,7,Hispanic,No,Rent
5311,Rosedale,64875,2621,890841,4,Asian,No,Rent
